DBA Name,Facility Type,Risk,Zip,Inspection Date,Inspection Type,Latitude,Longitude,Location,Results
QDOBA MEXICAN GRILL,Restaurant,Risk 1 (High),60601,6/5/2014,Canvass,41.88460763,-87.62576747,"(41.884607625636534, -87.62576746546853)",Pass
LOS OLIVO'S,Restaurant,Risk 1 (High),60623,6/5/2014,Canvass,41.83725399,-87.7097778,"(41.83725398572263, -87.70977780109507)",Pass
L'APPETITO,Restaurant,Risk 1 (High),60611,6/5/2014,Canvass,41.89894854,-87.62397499,"(41.898948541729865, -87.62397498768968)",Pass w/ Conditions
Hunter & Tails,Restaurant,Risk 1 (High),60622,6/5/2014,Canvass,41.89577762,-87.69430044,"(41.89577762053548, -87.69430043757517)",Pass
EL MILAGRO,Restaurant,Risk 1 (High),60608,6/5/2014,Canvass,41.85532909,-87.66314792,"(41.85532909163759, -87.66314792054017)",Pass
ASOCIACION SOCIAL DEL AZUAY,Restaurant,Risk 1 (High),60618,6/5/2014,Canvass,41.96090661,-87.72239228,"(41.960906609590054, -87.72239227672361)",Pass
CHICAGO LUNCHBOX,Mobile Food Preparer,Risk 2 (Medium),60612,6/5/2014,Canvass,41.88743405,-87.68184949,"(41.88743405025222, -87.68184949426895)",Pass
BOCKWINKELS,Grocery Store,Risk 1 (High),60601,6/5/2014,Canvass,41.88633942,-87.62083615,"(41.886339416011204, -87.62083614995649)",Pass
OLD COUNTRY BUFFET,Restaurant,Risk 1 (High),60652,6/5/2014,Complaint Re-Inspection,41.75466012,-87.74138476,"(41.75466012439374, -87.74138475860521)",Pass
WASHBURN CULINARY INSTITUTE STUDENT TRAINING KITCHENS,Restaurant,Risk 1 (High),60621,6/5/2014,Canvass,41.77986317,-87.64452788,"(41.7798631678725, -87.6445278756232)",Pass
DOUGH BROS,Restaurant,Risk 2 (Medium),60610,6/5/2014,License,41.88931871,-87.62815267,"(41.88931871105875, -87.62815266789968)",Pass
BAKERS SQUARE  220185,Restaurant,Risk 1 (High),60634,6/5/2014,Canvass,41.9467107,-87.80690904,"(41.94671069564422, -87.80690903704935)",Pass
NOOKIES TOO INC.,Restaurant,Risk 1 (High),60614,6/5/2014,Canvass,41.92047844,-87.6487384,"(41.92047844079207, -87.64873839963494)",Pass w/ Conditions
SUBWAY 275,Restaurant,Risk 1 (High),60647,6/5/2014,Canvass,41.92852416,-87.68228466,"(41.928524158413744, -87.68228466062325)",Pass
J & W Food and Liquors,Liquor,Risk 3 (Low),60628,6/5/2014,Canvass Re-Inspection,41.67790425,-87.6236403,"(41.67790424878616, -87.62364029502095)",No Entry
THE PROMONTORY,Restaurant,Risk 1 (High),60615,6/5/2014,License,41.79931759,-87.58713414,"(41.799317592141975, -87.58713414206618)",Fail
ROSELAND COMMUNITY HOSPITAL ASSOCIATION,Hospital,Risk 1 (High),60628,6/5/2014,Canvass,41.69245292,-87.62487642,"(41.692452920668444, -87.62487641934587)",Pass w/ Conditions
THE PROMONTORY,Restaurant,Risk 1 (High),60615,6/5/2014,License,41.79931759,-87.58713414,"(41.799317592141975, -87.58713414206618)",Fail
THE PROMONTORY,Restaurant,Risk 1 (High),60615,6/5/2014,License,41.79931759,-87.58713414,"(41.799317592141975, -87.58713414206618)",Fail
ELEMENT,Restaurant,Risk 2 (Medium),60610,6/5/2014,Canvass,41.91103954,-87.63606152,"(41.91103953757774, -87.63606152111468)",Pass w/ Conditions
CHICAGO BRAUHAUS INC,Restaurant,Risk 1 (High),60625,6/5/2014,Canvass Re-Inspection,41.96736091,-87.68791398,"(41.96736090756583, -87.68791398223213)",Pass
BURGER KING #142,Restaurant,Risk 2 (Medium),60632,6/5/2014,Canvass,41.79427426,-87.72304339,"(41.79427426174653, -87.72304339449933)",Pass
BEANS & BAGELS,Restaurant,Risk 1 (High),60613,6/5/2014,Canvass,41.96161686,-87.67512206,"(41.961616857246725, -87.67512206169313)",Pass
DUNKIN DONUTS,Restaurant,Risk 2 (Medium),60618,6/5/2014,Canvass Re-Inspection,41.93221699,-87.68803328,"(41.93221698794738, -87.68803328089533)",Pass w/ Conditions
LAS DELICIAS BAKERY,Bakery,Risk 2 (Medium),60639,6/5/2014,Canvass Re-Inspection,41.92231293,-87.78398737,"(41.92231292590099, -87.7839873675841)",Pass
CHICKPEA,Restaurant,Risk 1 (High),60622,6/5/2014,Canvass,41.89600605,-87.67786193,"(41.89600605332943, -87.67786192982513)",Out of Business
STARFRUIT CAFE,Mobile Food Preparer,Risk 2 (Medium),60612,6/5/2014,Canvass Re-Inspection,41.88743405,-87.68184949,"(41.88743405025222, -87.68184949426895)",Fail
PREMIER SCHOLASTIC PRESCHOOLS,Daycare (2 - 6 Years),Risk 1 (High),60617,6/5/2014,License,41.74462368,-87.56208219,"(41.744623681067, -87.5620821919033)",Fail
WHISK CHICAGO,Restaurant,Risk 1 (High),60622,6/5/2014,License,41.89600605,-87.67786193,"(41.89600605332943, -87.67786192982513)",Fail
GINO'S STEAKS TRUCK,Mobile Food Preparer,Risk 2 (Medium),60608,6/5/2014,Canvass,41.85045102,-87.65879786,"(41.85045102427, -87.65879785567869)",Pass
Courtenay Spec. Ed,School,Risk 1 (High),60613,6/5/2014,Canvass,41.9580169,-87.6718933,"(41.95801689905928, -87.67189329651762)",Out of Business
MCDONALD'S RESTAURANT,Restaurant,Risk 2 (Medium),60636,6/4/2014,Complaint,41.77836098,-87.66433686,"(41.77836097603761, -87.66433686342792)",Pass
ST. PROCOPIUS SCHOOL,School,Risk 1 (High),60608,6/4/2014,Canvass,41.85898336,-87.65753444,"(41.85898335706959, -87.65753444132423)",Pass
BETTY SHABAZZ INTERNATIONAL CHARTER SCHOOL,School,Risk 1 (High),60619,6/4/2014,Consultation,41.75245012,-87.60021772,"(41.75245012387641, -87.60021771650342)",Pass
Portage Park Senior Satellite Center,Golden Diner,Risk 1 (High),60641,6/4/2014,Canvass,41.95510787,-87.76228458,"(41.9551078676731, -87.76228458139845)",Pass
SUBWAY #25073,Restaurant,Risk 1 (High),60641,6/4/2014,Canvass,41.954759,-87.74956739,"(41.95475899602634, -87.74956739008876)",Pass
TAQUERIA EL ARCO #2,Restaurant,Risk 1 (High),60608,6/4/2014,Canvass,41.8476772,-87.67831668,"(41.84767720039133, -87.67831668219681)",Pass
CHICAGO CAFE CATERERS,Restaurant,Risk 1 (High),60622,6/4/2014,Canvass,41.89085551,-87.6683029,"(41.89085551482435, -87.66830289784055)",Pass
LA CEBOLLITA RESTAURANT,Restaurant,Risk 1 (High),60632,6/4/2014,Canvass,41.80764585,-87.73272528,"(41.80764585138776, -87.73272527973798)",Pass w/ Conditions
MURPHY'S EVERYTHING ON IT,Restaurant,Risk 1 (High),60657,6/4/2014,Canvass Re-Inspection,41.93972089,-87.65945242,"(41.93972089050418, -87.65945241925738)",Pass
"ARTOPOLIS BAKERY, CAFE & ANGOR",Restaurant,Risk 1 (High),60661,6/4/2014,Canvass,41.87772114,-87.64738599,"(41.87772113783411, -87.64738599355731)",Pass
PHO NUMBER 1- VIETNAMESE CUISINE LLC,Restaurant,Risk 1 (High),60630,6/4/2014,License,41.96778735,-87.77542759,"(41.967787353343006, -87.77542758598545)",Fail
HUNAN WOK,Restaurant,Risk 1 (High),60659,6/4/2014,Canvass,41.98289261,-87.7141893,"(41.98289261452381, -87.71418929677739)",Pass
JIMMY JOHNS GOURMET SANDWICHES,Restaurant,Risk 1 (High),60657,6/4/2014,Canvass,41.93305938,-87.64526584,"(41.93305938442793, -87.64526584295888)",Pass w/ Conditions
CITY PIZZA,Restaurant,Risk 2 (Medium),60604,6/4/2014,License,41.87803443,-87.63117141,"(41.87803442833617, -87.63117140697915)",Pass
UNFORGETTABLE EDIBLES,Catering,Risk 1 (High),60631,6/4/2014,Canvass,41.99727683,-87.80962433,"(41.99727682798901, -87.80962433024467)",Pass
PARADISE CANTINA,Restaurant,Risk 1 (High),60622,6/4/2014,Canvass,41.90306968,-87.67790676,"(41.90306967771427, -87.67790675709392)",No Entry
THE DRUM & MONKEY,Restaurant,Risk 1 (High),60607,6/4/2014,Canvass,41.86920687,-87.66308737,"(41.869206866586865, -87.6630873696548)",Pass
AVANTI CAFFE,Restaurant,Risk 1 (High),60606,6/4/2014,Canvass,41.8782277,-87.63380479,"(41.878227703089095, -87.63380478677512)",Pass
OLD ST. PATRICK'S CHURCH,Church,Risk 2 (Medium),60661,6/4/2014,Canvass,41.8793674,-87.64410546,"(41.87936739625875, -87.64410546134096)",Pass
PITA PUFF II INC.,Restaurant,Risk 1 (High),60625,6/4/2014,License Re-Inspection,41.97047786,-87.70838612,"(41.970477857992165, -87.70838611601073)",Pass
CESAR'S ON BROADWAY,Restaurant,Risk 1 (High),60657,6/4/2014,Canvass,41.93563186,-87.64439808,"(41.93563185766838, -87.64439807874828)",Pass w/ Conditions
NICK'S DRIVE INN,Restaurant,Risk 1 (High),60631,6/4/2014,Canvass,42.0122553,-87.80677912,"(42.012255295394226, -87.8067791219124)",Pass
FRIENDS OF WASHBURNE CULINARY INSTITUTE,Restaurant,Risk 1 (High),60606,6/4/2014,Complaint,41.87822032,-87.63452388,"(41.87822032159353, -87.6345238791842)",Pass
OBAN POPEYE'S 111 INC,Restaurant,Risk 1 (High),60655,6/4/2014,Canvass,41.70520849,-87.70116326,"(41.70520848949309, -87.7011632562526)",Pass
"LEARNING LEGACY CHILD CARE CENTER, INC",Daycare (2 - 6 Years),Risk 1 (High),60628,6/4/2014,License Re-Inspection,41.70074439,-87.64278839,"(41.70074439002482, -87.64278838501865)",Pass
7-ELEVEN,Grocery Store,Risk 2 (Medium),60659,6/4/2014,Canvass,41.98337676,-87.71391166,"(41.98337676490411, -87.71391165932629)",Pass
KYOTO SUSHI RESTAURANT,Restaurant,Risk 1 (High),60614,6/4/2014,Canvass,41.92776406,-87.65221663,"(41.92776406121777, -87.65221662789114)",No Entry
HOPPIN' HOTS,Restaurant,Risk 1 (High),60640,6/4/2014,Canvass,41.979743,-87.66781108,"(41.97974300062088, -87.66781107510946)",Pass
LEONARDO'S PIZZA,Restaurant,Risk 1 (High),60652,6/4/2014,Canvass,41.73651508,-87.74078242,"(41.736515082215064, -87.74078241840255)",Out of Business
O'CONNOR'S MARKET,Restaurant,Risk 1 (High),60631,6/4/2014,Canvass,41.99727683,-87.80962433,"(41.99727682798901, -87.80962433024467)",Pass
CUERNAVACA RESTAURANT INC,Restaurant,Risk 1 (High),60608,6/4/2014,Canvass,41.85807384,-87.65579981,"(41.85807383601942, -87.65579980518957)",Pass
OAKLEY EXPRESS,Grocery Store,Risk 2 (Medium),60659,6/4/2014,Canvass,41.99756522,-87.68758542,"(41.997565216290326, -87.68758542129004)",Out of Business
EL RESTAURANTE TINAJON,Restaurant,Risk 1 (High),60641,6/4/2014,Canvass,41.96070465,-87.73956935,"(41.960704654894684, -87.73956935358164)",Pass w/ Conditions
LA DULCE BAKERY INC,Bakery,Risk 2 (Medium),60639,6/4/2014,Complaint,41.9237648,-87.77275232,"(41.923764802297526, -87.77275232461281)",Fail
Ciao Amore,Restaurant,Risk 1 (High),60608,6/4/2014,Canvass,41.85809237,-87.65470464,"(41.85809236854504, -87.65470464143156)",No Entry
SUBWAY SANDWICH & SALAD,Restaurant,Risk 1 (High),60608,6/4/2014,Canvass,41.85214259,-87.68536058,"(41.852142589161744, -87.68536057746589)",Pass
Hi-Tops,Restaurant,Risk 2 (Medium),60614,6/4/2014,Canvass,41.92670222,-87.6507307,"(41.92670221990887, -87.65073069569128)",No Entry
ROTI MEDITERRANEAN GRILL,Restaurant,Risk 1 (High),60602,6/4/2014,Complaint,41.88280623,-87.6292815,"(41.88280622661767, -87.62928149568309)",Fail
PEPE'S MEXICAN RESTAURANT,Restaurant,Risk 1 (High),60617,6/4/2014,Complaint,41.73717523,-87.57507779,"(41.73717523061694, -87.57507779056931)",Pass
PLZEN,Restaurant,Risk 1 (High),60608,6/4/2014,Complaint,41.85771387,-87.66454238,"(41.8577138739859, -87.66454238198166)",No Entry
BEERMISCUOUS,Liquor,Risk 3 (Low),60657,6/4/2014,License Re-Inspection,41.93281316,-87.65928062,"(41.932813164830016, -87.65928061515918)",Pass
CESAR'S MARGARITA BAR & GRILL,Restaurant,Risk 1 (High),60640,6/4/2014,License Re-Inspection,41.97994675,-87.66813912,"(41.97994674971407, -87.66813912101561)",Pass
DOCKS,Restaurant,Risk 2 (Medium),60620,6/4/2014,Complaint,41.73638005,-87.62750922,"(41.736380045588184, -87.62750921902564)",Fail
BAISI THAI,Restaurant,Risk 1 (High),60611,6/4/2014,Canvass,41.8992486,-87.62427498,"(41.89924859703626, -87.62427497820545)",Fail
BEERMISCUOUS,Liquor,Risk 3 (Low),60657,6/4/2014,License Re-Inspection,41.93281316,-87.65928062,"(41.932813164830016, -87.65928061515918)",Pass
SAVANT EVENTS,Catering,Risk 1 (High),60641,6/4/2014,Canvass,41.95326383,-87.751092,"(41.953263831201625, -87.7510919961523)",No Entry
HARRY'S SANDWICH SHOP,Restaurant,Risk 2 (Medium),60604,6/4/2014,Canvass,41.87727931,-87.62941875,"(41.87727930852591, -87.6294187452694)",Pass
SIAM  RICE THAI CUISINE,Restaurant,Risk 1 (High),60606,6/4/2014,Complaint Re-Inspection,41.88366157,-87.6337233,"(41.88366156657941, -87.63372329851377)",Pass
BANNER ACADEMY (NORTH),School,Risk 1 (High),60614,6/4/2014,Canvass,41.93228058,-87.66946465,"(41.932280577737004, -87.669464645)",Out of Business
LELAND ELEMENTARY SCHOOL,School,Risk 1 (High),60644,6/4/2014,Canvass,41.87358321,-87.74931216,"(41.87358320511356, -87.74931215931075)",Out of Business
EL GORDO RESTAURANT,Restaurant,Risk 1 (High),60634,6/4/2014,Complaint,41.9386272,-87.77083025,"(41.938627195628456, -87.77083024900564)",Pass
HORIZON SCIENCE ACADEMY,School,Risk 1 (High),60639,6/4/2014,Canvass,41.90943447,-87.75239306,"(41.90943446610412, -87.75239305833514)",Out of Business
CESAR'S MARGARITA BAR & GRILL,Restaurant,Risk 3 (Low),60640,6/4/2014,License Re-Inspection,41.97994675,-87.66813912,"(41.97994674971407, -87.66813912101561)",Pass
UNIVERSITY OF CHICAGO,Restaurant,Risk 1 (High),60637,6/4/2014,Canvass,41.78792148,-87.59580626,"(41.78792148410527, -87.59580626241898)",Pass
EL MUELLE,Restaurant,Risk 1 (High),60632,6/4/2014,Canvass,41.80767249,-87.7306099,"(41.80767249318478, -87.73060990268284)",Pass
TOAST IT,Restaurant,Risk 1 (High),60601,6/4/2014,Canvass,41.88577122,-87.63082982,"(41.88577121746171, -87.63082981639084)",Out of Business
FISCHMANS WAGYU WAGON,Mobile Food Preparer,Risk 2 (Medium),60612,6/4/2014,License Re-Inspection,41.88743405,-87.68184949,"(41.88743405025222, -87.68184949426895)",Pass
"GRAND PALACE SUPERMARKET, INC.",Grocery Store,Risk 2 (Medium),60619,6/4/2014,Complaint,41.76457363,-87.62473997,"(41.76457363288262, -87.62473996505227)",Fail
LEVINSONS INC,Bakery,Risk 2 (Medium),60659,6/4/2014,Canvass,41.99762998,-87.70193428,"(41.99762997917, -87.70193428261646)",Pass
Red Lion Pub,Restaurant,Risk 1 (High),60614,6/4/2014,Canvass,41.92640172,-87.65031153,"(41.926401719585094, -87.65031152626855)",Fail
HOE TOY RESTAURANT,Restaurant,Risk 1 (High),60617,6/4/2014,Complaint,41.73878213,-87.58510297,"(41.738782134570904, -87.58510296843984)",Pass w/ Conditions
BLACKFINN AMERIPUB,Restaurant,Risk 1 (High),60654,6/4/2014,Canvass,41.88910913,-87.63054063,"(41.8891091281777, -87.6305406286297)",Fail
FURAMA RESTAURANT INC,Restaurant,Risk 1 (High),60640,6/4/2014,Complaint Re-Inspection,41.97261318,-87.65991335,"(41.97261317872583, -87.65991334912181)",Pass
VITO & NICKS INC.,Restaurant,Risk 1 (High),60652,6/4/2014,Canvass,41.73932941,-87.72143966,"(41.739329410001126, -87.72143966255604)",Fail
RAYMOND'S HAMBURGERS & TACOS,Restaurant,Risk 1 (High),60608,6/4/2014,Canvass,41.84878118,-87.67542918,"(41.84878118113963, -87.67542917644128)",Pass
SOUTHWOOD INTERVENTIONS,Restaurant,Risk 1 (High),60636,6/4/2014,Canvass,41.79024342,-87.66919581,"(41.79024341786955, -87.66919580810715)",Pass
SHARK FISH & CHICKEN,Restaurant,Risk 2 (Medium),60637,6/4/2014,Canvass,41.78727838,-87.62405731,"(41.78727837536833, -87.62405730568504)",Pass
"SWEQI FOOD MART, INC.",Grocery Store,Risk 2 (Medium),60639,6/4/2014,Canvass Re-Inspection,41.90996088,-87.72887496,"(41.90996088324753, -87.728874960377)",Pass w/ Conditions
"CATCH 43 SHRIMP HOUSE, INC.",Restaurant,Risk 1 (High),60653,6/4/2014,License Re-Inspection,41.81644707,-87.62317587,"(41.81644707189336, -87.62317587391068)",Pass
HAROLD'S CHICKEN SHACK #84,Restaurant,Risk 1 (High),60601,6/4/2014,License,41.88577122,-87.63082982,"(41.88577121746171, -87.63082981639084)",Pass
PORK CHOP,Mobile Food Preparer,Risk 2 (Medium),60608,6/4/2014,Canvass Re-Inspection,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)",Pass
BLOOMINGDALE'S DEPT. STORE,Restaurant,Risk 1 (High),60611,6/4/2014,Canvass,41.8992486,-87.62427498,"(41.89924859703626, -87.62427497820545)",Fail
CHICAGO'S HOME OF CHICKEN & WAFFLES,Restaurant,Risk 1 (High),60653,6/4/2014,Complaint,41.82254786,-87.61681562,"(41.82254785730014, -87.61681561837467)",Fail
MARISCOS 'LUIS',Restaurant,Risk 1 (High),60632,6/4/2014,Canvass,41.80768469,-87.72964243,"(41.80768469489128, -87.72964242714635)",Pass w/ Conditions
POPEYES,Restaurant,Risk 1 (High),60707,6/4/2014,Canvass Re-Inspection,41.9237393,-87.79134898,"(41.923739299500106, -87.79134897916926)",Pass
JEWEL FOOD STORE #3443,Grocery Store,Risk 1 (High),60640,6/4/2014,Complaint,41.97942825,-87.65980585,"(41.979428254921736, -87.65980585471297)",Pass w/ Conditions
"RAFEE FOOD MART,INC.",Grocery Store,Risk 2 (Medium),60644,6/4/2014,Complaint Re-Inspection,41.8655695,-87.77407857,"(41.86556949703857, -87.7740785743664)",Pass
RAINFOREST CAFE,Restaurant,Risk 1 (High),60654,6/4/2014,Complaint,41.89257276,-87.63100541,"(41.89257275728285, -87.63100540748637)",Pass
MCDONALDS 812,Restaurant,Risk 2 (Medium),60620,6/4/2014,Short Form Complaint,41.75621188,-87.63213054,"(41.756211883020434, -87.63213054212369)",Fail
PARKWAY SUPER MARKET INC.,Grocery Store,Risk 2 (Medium),60637,6/4/2014,Canvass,41.77737411,-87.6154079,"(41.777374105922846, -87.61540790494645)",Pass
MARKET THYME,Restaurant,Risk 1 (High),60601,6/4/2014,Canvass,41.88463208,-87.62224799,"(41.8846320757672, -87.6222479910888)",Fail
SUBWAY,Restaurant,Risk 1 (High),60622,6/4/2014,Canvass,41.90329197,-87.67776252,"(41.903291970130745, -87.67776252189817)",Pass
CAFE VIENNA  & CATERING INC,Bakery,Risk 1 (High),60614,6/4/2014,Complaint,41.92848737,-87.64204436,"(41.928487374216466, -87.64204435669477)",Fail
OUR LADY OF GUADALUPE,School,Risk 1 (High),60617,6/4/2014,Canvass,41.7304069,-87.54582298,"(41.73040689872403, -87.54582297896138)",Pass
BILLY'S GRILL,Restaurant,Risk 1 (High),60652,6/4/2014,Canvass,41.74101286,-87.71437418,"(41.74101286491123, -87.7143741839553)",Pass
MONTROSE DELI,Grocery Store,Risk 1 (High),60634,6/4/2014,Canvass,41.95272166,-87.79136221,"(41.95272165794881, -87.79136221262823)",Fail
LA MIXTECA POBLANA,Restaurant,Risk 1 (High),60623,6/4/2014,Complaint,41.85196403,-87.69882966,"(41.85196402912545, -87.69882966389457)",Fail
RESTAURANT EL ASADOR II,Restaurant,Risk 1 (High),60632,6/4/2014,Canvass Re-Inspection,41.80772111,-87.72682517,"(41.80772111499567, -87.72682517366316)",Pass
STARBUCKS COFFEE #7948,Restaurant,Risk 2 (Medium),60707,6/4/2014,Canvass,41.93085132,-87.78775565,"(41.93085131518802, -87.7877556545619)",Pass w/ Conditions
SUBWAY,Restaurant,Risk 1 (High),60644,6/4/2014,Complaint Re-Inspection,41.86568628,-87.76566985,"(41.86568627741837, -87.76566985156941)",Pass w/ Conditions
"TEL'S KITCHEN, INC.",Restaurant,Risk 1 (High),60620,6/4/2014,License Re-Inspection,41.75117948,-87.66360549,"(41.75117948402018, -87.66360548792919)",Pass
MCDONALD'S,Restaurant,Risk 2 (Medium),60609,6/4/2014,Canvass Re-Inspection,41.81774274,-87.66533501,"(41.8177427370255, -87.66533501233407)",Pass
WENDY'S #001461,Restaurant,Risk 2 (Medium),60609,6/4/2014,Canvass,41.79463883,-87.63226705,"(41.79463882630404, -87.63226704546275)",No Entry
PIERCE TOWERS CAFETERIA,Restaurant,Risk 1 (High),60637,6/4/2014,Canvass,41.79457234,-87.59829929,"(41.794572338790466, -87.59829929384719)",Out of Business
CAFE NEW DAY LLC,Restaurant,Risk 1 (High),60620,6/3/2014,Canvass Re-Inspection,41.75256556,-87.64377758,"(41.752565562880314, -87.64377758039586)",Out of Business
SAM'S GOURMET LASAGNA,Restaurant,Risk 1 (High),60661,6/3/2014,Canvass,41.88418751,-87.64111967,"(41.884187507127805, -87.64111966683218)",Out of Business
GATEWAY NEWSTAND,Grocery Store,Risk 3 (Low),60606,6/3/2014,License,41.88374822,-87.63666184,"(41.883748216941356, -87.6366618383099)",No Entry
VAUGHANS PUB,Restaurant,Risk 1 (High),60630,6/3/2014,Canvass Re-Inspection,41.9804695,-87.77763062,"(41.98046949592434, -87.77763062118801)",Pass
FLAGSHIP TAVERN & GRILL,Restaurant,Risk 1 (High),60657,6/3/2014,Complaint,41.93979302,-87.66961665,"(41.93979302024049, -87.66961664829614)",Pass
COLLETTI'S RESTAURANT,Restaurant,Risk 1 (High),60646,6/3/2014,Complaint Re-Inspection,41.98498822,-87.76815296,"(41.98498821695519, -87.76815296231939)",Pass
LA COCINA RESTAURANT & BAR,Restaurant,Risk 1 (High),60605,6/3/2014,Canvass,41.87670359,-87.6308914,"(41.87670359004156, -87.63089139728955)",Pass
SMOKEY'S BBQ,Restaurant,Risk 1 (High),60630,6/3/2014,Canvass,41.98038356,-87.7774766,"(41.980383564676934, -87.77747659864201)",Pass
TRATTORIA GIANNI,Restaurant,Risk 1 (High),60614,6/3/2014,Canvass,41.91313276,-87.64819574,"(41.91313275631975, -87.64819574274182)",No Entry
BOKA,Restaurant,Risk 1 (High),60614,6/3/2014,Canvass,41.91360108,-87.64820898,"(41.913601080401996, -87.6482089811154)",No Entry
SALSERIA GRILL & CANTINA,Restaurant,Risk 1 (High),60606,6/3/2014,Canvass Re-Inspection,41.87856015,-87.63652387,"(41.87856015362371, -87.63652387205532)",Pass
DOOSTAN RESTAURANT PERSIANS AND MEDITERRANEAN CUIS,Restaurant,Risk 1 (High),60659,6/3/2014,Canvass,41.99058337,-87.69400396,"(41.99058337130486, -87.6940039551772)",Pass
DONERMAN,Mobile Food Preparer,Risk 1 (High),60607,6/3/2014,License,41.8835377,-87.65456046,"(41.88353769911732, -87.65456046337651)",Pass w/ Conditions
The Buckingham Athletic Club,Restaurant,Risk 1 (High),60605,6/3/2014,Complaint,41.87588847,-87.63188472,"(41.87588847004054, -87.63188472119873)",Pass
PICK ME UP CAFE,Restaurant,Risk 1 (High),60657,6/3/2014,Canvass,41.94382098,-87.65396259,"(41.943820984368344, -87.65396258925858)",Fail
MONTROSE BAPTIST CHURCH,Golden Diner,Risk 1 (High),60630,6/3/2014,Canvass,41.96060114,-87.78176907,"(41.96060114246313, -87.78176907226297)",Pass
NEW CHINA DRAGON,Restaurant,Risk 1 (High),60659,6/3/2014,Short Form Complaint,41.99457623,-87.68992713,"(41.994576229740176, -87.68992712542857)",Pass
CUDDLE CARE,Daycare Above and Under 2 Years,Risk 1 (High),60615,6/3/2014,License,41.80792179,-87.59069311,"(41.80792179224785, -87.5906931090992)",Pass
NEW PISGAH DAY CARE,Daycare (2 - 6 Years),Risk 1 (High),60620,6/3/2014,License,41.74591662,-87.65376179,"(41.74591661747167, -87.65376178752422)",Pass
LE PAIN QUOTIDIEN,Restaurant,Risk 1 (High),60614,6/3/2014,License,41.91821388,-87.65342198,"(41.91821387989894, -87.65342197538438)",Pass
"FOR YOUR CHILD II, INC",Daycare Above and Under 2 Years,Risk 1 (High),60647,6/3/2014,License,41.91742149,-87.69231781,"(41.91742148682099, -87.69231781258574)",No Entry
FRUITD'LICIOUS,Restaurant,Risk 2 (Medium),60639,6/3/2014,Canvass,41.91673352,-87.72669004,"(41.9167335175704, -87.72669004136776)",Fail
SUSHI  PARA  X  INC.,Restaurant,Risk 1 (High),60614,6/3/2014,Canvass,41.93272875,-87.64298721,"(41.932728746124646, -87.64298720735367)",Pass
JTA SCHOOLS,Daycare Above and Under 2 Years,Risk 1 (High),60605,6/3/2014,License Re-Inspection,41.87463443,-87.6304184,"(41.87463443306632, -87.63041839574807)",Pass
PALETERIA LAS TARASCAS INC.,Restaurant,Risk 1 (High),60608,6/3/2014,Canvass,41.85782747,-87.67145088,"(41.857827471844324, -87.67145087869991)",Pass
"COYOTES RESTAURANT, INC.",Restaurant,Risk 1 (High),60608,6/3/2014,Canvass Re-Inspection,41.85773127,-87.66335578,"(41.85773127336358, -87.66335577631256)",Pass
"OPTIMAL DELI, INC",Grocery Store,Risk 1 (High),60641,6/3/2014,Canvass,41.9458951,-87.75664585,"(41.945895100869734, -87.75664585225653)",Out of Business
BEN'S  SOFT PREZELS-FRENCH MARKET,Restaurant,Risk 1 (High),60661,6/3/2014,License,41.88418751,-87.64111967,"(41.884187507127805, -87.64111966683218)",Fail
FRUTTY BOMBA,Restaurant,Risk 2 (Medium),60609,6/3/2014,Canvass,41.80281073,-87.68441497,"(41.80281073000951, -87.68441497424678)",No Entry
"NEW BANPOJUNG, INC.",Restaurant,Risk 1 (High),60625,6/3/2014,Canvass,41.97577826,-87.71561821,"(41.97577826268285, -87.715618214214)",Pass
BLD RESTAURANT,Restaurant,Risk 1 (High),60623,6/3/2014,Canvass,41.83683866,-87.72053343,"(41.836838656288656, -87.72053342728425)",Out of Business
EL PLAN INC,Restaurant,Risk 1 (High),60632,6/3/2014,Canvass,41.80120185,-87.68796644,"(41.80120185097902, -87.68796644449378)",Fail
LE PAIN QUOTIDIEN,Restaurant,Risk 1 (High),60614,6/3/2014,License Re-Inspection,41.91821388,-87.65342198,"(41.91821387989894, -87.65342197538438)",Pass
JONA,Restaurant,Risk 1 (High),60612,6/3/2014,License,41.87431581,-87.68638937,"(41.874315813612796, -87.68638937160839)",Pass
Francesca's Forno,Restaurant,Risk 1 (High),60622,6/3/2014,Canvass,41.91005984,-87.67719123,"(41.910059843459955, -87.6771912342113)",Pass
ASIAN CUISINE EXPRESS,Restaurant,Risk 1 (High),60623,6/3/2014,License,41.83683866,-87.72053343,"(41.836838656288656, -87.72053342728425)",Pass
GOMEZ TACOS REST,Restaurant,Risk 1 (High),60617,6/3/2014,Complaint,41.73019683,-87.5504744,"(41.73019682889687, -87.55047439684799)",Pass w/ Conditions
3811 PIRAMID INC,Restaurant,Risk 1 (High),60618,6/3/2014,Canvass Re-Inspection,41.95071669,-87.68822442,"(41.95071668512338, -87.68822442221024)",Pass
DAATA DARBAR RESTAURENT,Restaurant,Risk 1 (High),60659,6/3/2014,Canvass,41.99787636,-87.68776355,"(41.99787636318572, -87.6877635508729)",Pass w/ Conditions
LAO YOU JU CHINESE BAR AND RESTAURANT,Restaurant,Risk 1 (High),60616,6/3/2014,Complaint Re-Inspection,41.8552817,-87.63199264,"(41.85528170377401, -87.63199264229414)",Pass
